file_name,width,height,class,xmin,ymin,xmax,ymax
0000019869building.jpg,881,720,2,627.28,89.05,782.88,200.44
0000019869building.jpg,881,720,2,90.3,418.09,274.78,554.65
0000019869building.jpg,881,720,2,642.14,317.95,798.25,427.01
0000019869building.jpg,881,720,2,801.99,317.12,876.08,435.57
0000019869building.jpg,881,720,2,280.09,314.2,487.84,413.23
0000019869building.jpg,881,720,2,31.01,67.4,140.82,134.98000000000002
0000019869building.jpg,881,720,2,106.5,311.86,278.45,401.24
0000019869building.jpg,881,720,2,497.96,312.21,638.0799999999999,421.69
0000019869building.jpg,881,720,2,0.26,388.96,86.76,533.78
0000019869building.jpg,881,720,2,637.68,197.24,796.29,316.9
0000019458building.jpg,847,544,2,491.99,376.41,587.44,504.64
0000019458building.jpg,847,544,2,598.13,390.6,681.98,535.79
0000019458building.jpg,847,544,2,351.34,363.99,440.72999999999996,494.28
0000019458building.jpg,847,544,2,742.1,289.01,847.0,393.65999999999997
0000019458building.jpg,847,544,2,590.97,271.28,688.61,384.51
0000019458building.jpg,847,544,2,0.42,355.02,63.67,476.34999999999997
0000019458building.jpg,847,544,2,0.42,254.4,45.84,335.47
0000019458building.jpg,847,544,2,242.88,249.33,345.22,357.54
0000019458building.jpg,847,544,2,490.62,268.52,587.74,366.06
0000019458building.jpg,847,544,2,247.1,361.7,343.34,488.28
0000019458building.jpg,847,544,2,109.04,353.41,203.91000000000003,476.47
0000019458building.jpg,847,544,2,103.67,248.86,199.51,337.99
0000019458building.jpg,847,544,2,351.37,261.42,446.39,357.35
0000019455building.jpg,303,600,1,111.8,516.86,128.99,537.45
0000019455building.jpg,303,600,1,135.65,316.47,168.9,338.83000000000004
0000019455building.jpg,303,600,1,244.39,367.24,262.53,388.40000000000003
0000019455building.jpg,303,600,1,10.8,320.01,31.52,344.3
0000019455building.jpg,303,600,3,10.6,294.94,30.85,318.36
0000019455building.jpg,303,600,1,173.33,541.79,191.83,564.79
0000019455building.jpg,303,600,1,10.5,516.67,32.1,538.9399999999999
0000019455building.jpg,303,600,3,220.55,442.15,239.16000000000003,464.39
0000019455building.jpg,303,600,1,33.44,243.39,59.099999999999994,268.7
0000019455building.jpg,303,600,3,108.3,567.4,131.56,590.47
0000019455building.jpg,303,600,1,172.3,244.33,190.95000000000002,266.15000000000003
0000019455building.jpg,303,600,1,197.45,318.94,215.1,338.03
0000019455building.jpg,303,600,1,37.05,417.96,54.23,440.07
0000019455building.jpg,303,600,2,135.19,569.15,170.9,593.55
0000019455building.jpg,303,600,1,37.47,492.68,55.5,513.83
0000019455building.jpg,303,600,3,61.66,239.9,83.03,269.47
0000019455building.jpg,303,600,1,244.04,316.09,262.38,338.30999999999995
0000019455building.jpg,303,600,1,111.09,492.37,129.32,513.0
0000019455building.jpg,303,600,1,37.2,467.96,55.540000000000006,490.06
0000019455building.jpg,303,600,1,196.62,516.27,215.1,538.63
0000019455building.jpg,303,600,3,34.88,344.37,60.2,367.43
0000019455building.jpg,303,600,1,64.22,345.11,81.86,366.63
0000019455building.jpg,303,600,3,220.59,292.96,238.47,314.99
0000019455building.jpg,303,600,1,111.3,468.25,128.88,488.81
0000019455building.jpg,303,600,3,243.12,264.87,263.17,287.62
0000019455building.jpg,303,600,3,62.29,318.37,82.06,342.78000000000003
0000019455building.jpg,303,600,1,110.71,418.52,128.66,438.84
0000019455building.jpg,303,600,1,196.48,441.92,215.25,463.55
0000019455building.jpg,303,600,1,33.64,296.03,59.3,317.36999999999995
0000019455building.jpg,303,600,1,136.34,516.45,166.6,539.33
0000019455building.jpg,303,600,1,64.26,540.92,82.21000000000001,562.1999999999999
0000019455building.jpg,303,600,1,88.1,442.78,105.0,463.94
0000019455building.jpg,303,600,3,220.79,317.47,238.2,340.18
0000019455building.jpg,303,600,3,135.5,467.53,168.7,489.29999999999995
0000019455building.jpg,303,600,1,173.9,318.36,190.08,339.34000000000003
0000019455building.jpg,303,600,1,109.78,244.64,129.94,265.96
0000019455building.jpg,303,600,3,135.83,492.18,166.70000000000002,515.24
0000019455building.jpg,303,600,1,61.9,516.82,81.9,538.45
0000019455building.jpg,303,600,3,35.5,565.9,55.2,584.9499999999999
0000019455building.jpg,303,600,3,12.29,565.78,32.29,581.28
0000019455building.jpg,303,600,3,33.05,393.07,60.099999999999994,416.90999999999997
0000019455building.jpg,303,600,3,62.35,565.55,81.08,587.3199999999999
0000019455building.jpg,303,600,1,8.7,394.11,32.28,416.90000000000003
0000019455building.jpg,303,600,1,88.84,493.06,105.66,514.26
0000019455building.jpg,303,600,1,244.81,515.79,272.6,540.91
0000019455building.jpg,303,600,3,243.74,492.1,268.7,514.84
0000019455building.jpg,303,600,3,220.82,391.6,237.98,414.91
0000019455building.jpg,303,600,3,247.1,572.84,262.18,600.0
0000019455building.jpg,303,600,3,243.83,290.65,262.68,312.62
0000019455building.jpg,303,600,1,11.0,346.77,32.4,367.9
0000019455building.jpg,303,600,1,88.33,467.97,105.44,489.87
0000019455building.jpg,303,600,3,220.55,416.69,239.16000000000003,440.45
0000019455building.jpg,303,600,1,196.13,243.58,215.12,265.85
0000019455building.jpg,303,600,1,196.35,466.44,215.6,488.19
0000019455building.jpg,303,600,1,196.74,491.52,215.47,513.81
0000019455building.jpg,303,600,1,88.68,419.59,105.25,439.64
0000019455building.jpg,303,600,3,134.46,441.15,170.70000000000002,464.46
0000019455building.jpg,303,600,1,173.71,268.86,190.33,290.41
0000019455building.jpg,303,600,1,10.4,541.76,32.47,563.59
0000019455building.jpg,303,600,1,88.07,320.17,105.10999999999999,341.26
0000019455building.jpg,303,600,1,173.8,293.28,190.18,316.21
0000019455building.jpg,303,600,1,173.28,491.76,190.88,514.05
0000019455building.jpg,303,600,3,60.2,442.17,85.4,464.48
0000019455building.jpg,303,600,1,110.83,368.99,128.74,390.07
0000019455building.jpg,303,600,3,61.35,292.31,82.64,317.45
0000019455building.jpg,303,600,1,10.1,370.07,31.759999999999998,391.08
0000019455building.jpg,303,600,1,173.8,441.88,190.54000000000002,463.1
0000019455building.jpg,303,600,3,196.52,541.83,215.55,564.5300000000001
0000019455building.jpg,303,600,1,173.45,516.78,191.75,539.0699999999999
0000019455building.jpg,303,600,3,219.97,241.97,239.62,264.71
0000019455building.jpg,303,600,1,111.02,343.44,128.87,365.28
0000019455building.jpg,303,600,1,197.07,292.11,214.98,315.37
0000019455building.jpg,303,600,1,33.83,319.17,58.3,340.53000000000003
0000019455building.jpg,303,600,3,61.49,269.13,82.51,293.65
0000019455building.jpg,303,600,1,173.57,392.52,190.93,414.56
0000019455building.jpg,303,600,1,110.95,393.58,129.05,413.37
0000019455building.jpg,303,600,1,111.29,269.48,129.06,291.5
0000019455building.jpg,303,600,3,223.31,571.99,238.17000000000002,596.41
0000019455building.jpg,303,600,1,173.75,418.1,191.11,439.36
0000019455building.jpg,303,600,3,135.28,365.11,165.6,389.69
0000019455building.jpg,303,600,3,195.53,340.45,214.72,365.24
0000019455building.jpg,303,600,3,59.28,491.75,84.8,515.53
0000019455building.jpg,303,600,1,196.47,416.27,214.74,439.31
0000019455building.jpg,303,600,1,173.91,467.23,190.69,489.51
0000019455building.jpg,303,600,1,196.63,541.92,215.35,564.7299999999999
0000019455building.jpg,303,600,3,240.5,440.96,266.9,464.09
0000019455building.jpg,303,600,3,134.47,241.95,165.9,264.65
0000019455building.jpg,303,600,1,64.46,419.05,82.16,438.44
0000019455building.jpg,303,600,1,196.56,267.88,215.08,289.88
0000019455building.jpg,303,600,1,85.32,270.28,106.5,292.17999999999995
0000019455building.jpg,303,600,3,60.0,467.45,85.5,489.81
0000019455building.jpg,303,600,1,110.58,318.43,129.24,340.47
0000019455building.jpg,303,600,3,221.17,516.95,239.42999999999998,540.59
0000019455building.jpg,303,600,3,220.35,467.2,239.03,490.12
0000019455building.jpg,303,600,1,88.27,345.4,105.44,365.66999999999996
0000019455building.jpg,303,600,1,9.9,419.06,31.92,439.51
0000019455building.jpg,303,600,1,87.93,369.11,105.92,390.1
0000019455building.jpg,303,600,3,11.0,466.93,32.3,490.22
0000019455building.jpg,303,600,1,173.37,367.74,191.12,389.21000000000004
0000019455building.jpg,303,600,3,34.54,369.42,60.0,392.49
0000019455building.jpg,303,600,1,87.26,246.02,105.37,268.53000000000003
0000019455building.jpg,303,600,1,133.23,416.03,169.0,438.96999999999997
0000019455building.jpg,303,600,1,244.55,541.6,273.3,564.8000000000001
0000019455building.jpg,303,600,3,135.44,391.46,168.6,414.91999999999996
0000019455building.jpg,303,600,3,135.46,290.87,167.20000000000002,314.29
0000019455building.jpg,303,600,1,37.28,541.67,60.2,562.8
0000019455building.jpg,303,600,1,111.21,541.92,129.82,564.2199999999999
0000019455building.jpg,303,600,3,195.74,367.68,214.93,389.18
0000019455building.jpg,303,600,3,9.4,442.66,32.25,465.09000000000003
0000019455building.jpg,303,600,1,111.37,293.73,128.4,315.93
0000019455building.jpg,303,600,3,219.99,342.37,238.55,365.17
0000019455building.jpg,303,600,1,110.95,442.93,129.25,464.26
0000019455building.jpg,303,600,3,243.15,466.09,268.9,488.73999999999995
0000019455building.jpg,303,600,1,244.32,417.13,263.45,437.62
0000019455building.jpg,303,600,1,34.26,272.91,59.099999999999994,294.26000000000005
0000019455building.jpg,303,600,3,220.02,367.48,238.79000000000002,389.86
0000019455building.jpg,303,600,1,37.25,515.66,57.7,538.4
0000019455building.jpg,303,600,3,9.8,269.43,31.84,295.04
0000019455building.jpg,303,600,3,241.44,236.18,264.12,263.22
0000019455building.jpg,303,600,1,137.2,542.15,166.14,564.37
0000019455building.jpg,303,600,3,10.6,492.75,31.86,515.03
0000019455building.jpg,303,600,1,87.45,541.24,106.52000000000001,562.26
0000019455building.jpg,303,600,3,135.59,342.07,164.5,364.99
0000019455building.jpg,303,600,1,88.42,393.97,105.05,414.93
0000019455building.jpg,303,600,3,219.82,267.29,238.81,290.53000000000003
0000019455building.jpg,303,600,1,64.5,394.64,81.95,416.46
0000019455building.jpg,303,600,3,84.5,566.7,105.93,585.9000000000001
0000019455building.jpg,303,600,3,135.14,268.03,167.0,289.79999999999995
0000019455building.jpg,303,600,1,88.63,518.34,106.0,539.1700000000001
0000019455building.jpg,303,600,1,64.9,369.37,81.37,390.96
0000019455building.jpg,303,600,1,244.67,391.51,262.45,412.28
0000019455building.jpg,303,600,3,221.18,542.14,239.69,567.4
0000019455building.jpg,303,600,3,195.28,390.89,214.53,414.56
0000019455building.jpg,303,600,1,174.0,342.87,190.2,363.33
0000019455building.jpg,303,600,3,198.96,570.71,213.85000000000002,593.48
0000019455building.jpg,303,600,1,35.7,443.42,54.650000000000006,465.04
0000019455building.jpg,303,600,3,8.9,242.09,31.57,269.47
0000019455building.jpg,303,600,3,220.38,492.02,239.32999999999998,514.5799999999999
0000019455building.jpg,303,600,1,84.9,294.98,107.5,316.91
0000019455building.jpg,303,600,1,244.4,341.56,262.47,362.56
0000019431building.jpg,869,676,2,6.74,182.73,132.25,270.77
0000019431building.jpg,869,676,2,318.56,75.95,510.56,175.99
0000019431building.jpg,869,676,2,814.3,289.09,869.0,409.84999999999997
0000019431building.jpg,869,676,2,799.22,60.32,868.72,145.65
0000019431building.jpg,869,676,2,126.52,183.46,299.3,270.51
0000019431building.jpg,869,676,2,655.14,167.85,809.6,286.24
0000019431building.jpg,869,676,2,832.73,413.97,868.46,590.01
0000019431building.jpg,869,676,2,657.96,403.32,831.1500000000001,592.21
0000019431building.jpg,869,676,2,102.2,370.25,277.78000000000003,520.65
0000019431building.jpg,869,676,2,110.76,268.51,289.68,372.78999999999996
0000019431building.jpg,869,676,2,285.89,278.83,511.65999999999997,394.7
0000019431building.jpg,869,676,2,296.01,178.74,508.40999999999997,279.83000000000004
0000019431building.jpg,869,676,2,512.29,73.3,647.77,164.12
0000019431building.jpg,869,676,2,655.96,281.41,816.1500000000001,385.68
0000019431building.jpg,869,676,2,642.2,52.86,797.86,167.98000000000002
0000019431building.jpg,869,676,2,5.86,359.23,103.36,504.37
0000019431building.jpg,869,676,2,509.24,387.44,650.59,565.75
0000019431building.jpg,869,676,2,804.66,156.87,869.0,284.17
0000019431building.jpg,869,676,2,140.09,83.76,299.86,181.86
0000019431building.jpg,869,676,2,506.25,279.82,655.1,392.19
0000019431building.jpg,869,676,2,6.95,262.41,123.99000000000001,360.44000000000005
0000019431building.jpg,869,676,2,25.76,105.09,138.41,180.25
0000019431building.jpg,869,676,2,280.73,388.89,497.0,555.25
0000019431building.jpg,869,676,2,506.14,172.97,653.56,281.9
0000019236building.jpg,868,632,2,10.5,85.79,130.8,168.06
0000019236building.jpg,868,632,2,816.53,404.25,868.0,597.11
0000019236building.jpg,868,632,2,639.95,268.81,798.6,383.21000000000004
0000019236building.jpg,868,632,2,287.5,164.34,492.77,264.34000000000003
0000019236building.jpg,868,632,2,268.47,371.92,484.35,538.74
0000019236building.jpg,868,632,2,790.07,157.94,867.57,269.73
0000019236building.jpg,868,632,2,287.7,68.31,492.33,159.39
0000019236building.jpg,868,632,2,126.53,75.81,283.99,170.61
0000019236building.jpg,868,632,2,494.62,377.21,639.26,543.25
0000019236building.jpg,868,632,2,493.21,156.78,637.72,269.31
0000019236building.jpg,868,632,2,0.0,169.02,122.27,255.38
0000019236building.jpg,868,632,2,92.64,255.82,274.03,360.83
0000019236building.jpg,868,632,2,491.22,266.95,635.11,379.34
0000019236building.jpg,868,632,2,108.64,169.94,282.14,257.09000000000003
0000019236building.jpg,868,632,2,642.54,384.86,815.76,576.1600000000001
0000019236building.jpg,868,632,2,272.22,266.87,489.72,372.17
0000019236building.jpg,868,632,2,784.47,46.37,866.7,154.2
0000019236building.jpg,868,632,2,632.07,40.87,788.1700000000001,152.16
0000019236building.jpg,868,632,2,497.61,62.26,634.0,148.06
0000019236building.jpg,868,632,2,1.79,345.4,87.93,486.58
0000019236building.jpg,868,632,2,2.28,258.91,103.59,347.98
0000019236building.jpg,868,632,2,806.03,269.84,868.0,396.42999999999995
0000019236building.jpg,868,632,2,75.9,362.0,272.39,509.4
0000019236building.jpg,868,632,2,638.36,153.3,797.76,269.44
0000019207building.jpg,353,593,3,144.76,562.05,175.73999999999998,582.9
0000019207building.jpg,353,593,3,145.86,513.96,176.87,537.6500000000001
0000019207building.jpg,353,593,2,231.04,395.5,267.81,417.67
0000019207building.jpg,353,593,2,35.52,466.43,68.45,489.41
0000019207building.jpg,353,593,2,180.06,348.2,229.41,371.89
0000019207building.jpg,353,593,2,70.62,300.1,97.69,323.20000000000005
0000019207building.jpg,353,593,2,35.19,372.31,66.97999999999999,395.5
0000019207building.jpg,353,593,2,71.15,226.28,98.2,251.95
0000019207building.jpg,353,593,3,144.22,537.51,177.43,560.41
0000019207building.jpg,353,593,2,145.48,443.22,177.03,464.79
0000019207building.jpg,353,593,2,98.86,324.47,144.65,348.26000000000005
0000019207building.jpg,353,593,3,266.1,490.48,292.69,511.51
0000019207building.jpg,353,593,2,232.69,275.61,270.32,299.12
0000019207building.jpg,353,593,3,38.3,514.22,69.0,537.7
0000019207building.jpg,353,593,3,39.4,563.17,69.3,585.0
0000019207building.jpg,353,593,3,96.4,514.75,144.29000000000002,535.85
0000019207building.jpg,353,593,3,178.1,537.3,226.56,559.4599999999999
0000019207building.jpg,353,593,2,71.55,251.04,98.22,275.4
0000019207building.jpg,353,593,2,146.97,274.88,179.73,299.46
0000019207building.jpg,353,593,2,179.1,420.01,226.92,443.3
0000019207building.jpg,353,593,3,70.53,561.89,95.45,583.35
0000019207building.jpg,353,593,2,35.85,323.55,68.06,347.19
0000019207building.jpg,353,593,3,267.81,537.76,293.73,559.72
0000019207building.jpg,353,593,2,230.0,466.29,266.13,488.93
0000019207building.jpg,353,593,2,230.89,372.37,267.46999999999997,394.71
0000019207building.jpg,353,593,2,70.97,348.05,96.44,370.59000000000003
0000019207building.jpg,353,593,2,181.71,299.95,231.06,324.46
0000019207building.jpg,353,593,2,98.69,275.5,145.51,300.58
0000019207building.jpg,353,593,2,70.84,371.46,96.03,395.17999999999995
0000019207building.jpg,353,593,2,268.87,396.13,296.32,419.93
0000019207building.jpg,353,593,2,178.67,396.1,228.14,419.55
0000019207building.jpg,353,593,2,100.42,251.49,145.98000000000002,275.54
0000019207building.jpg,353,593,2,35.12,444.78,69.09,466.33
0000019207building.jpg,353,593,3,228.58,561.59,264.72,583.01
0000019207building.jpg,353,593,3,265.7,512.96,294.0,535.57
0000019207building.jpg,353,593,2,272.5,277.34,300.19,300.73999999999995
0000019207building.jpg,353,593,2,274.52,225.87,304.85999999999996,250.63
0000019207building.jpg,353,593,2,182.33,225.38,232.39000000000001,252.59
0000019207building.jpg,353,593,2,147.24,251.74,181.07,275.46000000000004
0000019207building.jpg,353,593,2,36.87,227.76,69.69999999999999,251.94
0000019207building.jpg,353,593,2,70.04,466.13,95.62,489.31
0000019207building.jpg,353,593,2,267.35,443.14,295.69,464.95
0000019207building.jpg,353,593,3,37.6,490.16,69.9,515.6
0000019207building.jpg,353,593,2,145.82,371.38,178.54,395.03
0000019207building.jpg,353,593,2,179.6,323.69,229.20999999999998,348.85
0000019207building.jpg,353,593,2,98.2,348.27,144.92000000000002,371.45
0000019207building.jpg,353,593,2,232.71,300.16,270.12,322.72
0000019207building.jpg,353,593,2,179.8,466.28,228.48000000000002,488.97999999999996
0000019207building.jpg,353,593,3,178.6,490.54,227.54,512.59
0000019207building.jpg,353,593,3,69.23,537.68,95.25,561.2299999999999
0000019207building.jpg,353,593,2,271.79,301.46,299.5,324.35999999999996
0000019207building.jpg,353,593,2,97.53,466.53,142.63,489.51
0000019207building.jpg,353,593,2,98.44,299.22,145.96,324.48
0000019207building.jpg,353,593,3,230.4,491.17,265.46000000000004,511.38
0000019207building.jpg,353,593,2,36.16,348.18,67.89,371.48
0000019207building.jpg,353,593,2,231.56,323.66,269.6,347.40000000000003
0000019207building.jpg,353,593,2,145.65,466.57,176.46,489.18
0000019207building.jpg,353,593,3,178.1,514.17,226.45999999999998,535.8399999999999
0000019207building.jpg,353,593,2,233.51,224.72,272.8,250.5
0000019207building.jpg,353,593,2,230.42,348.92,268.78,371.25
0000019207building.jpg,353,593,2,146.51,300.36,179.43,323.39
0000019207building.jpg,353,593,2,146.11,419.54,176.76000000000002,442.61
0000019207building.jpg,353,593,2,96.78,420.01,143.69,443.78
0000019207building.jpg,353,593,3,39.42,538.22,67.4,560.46
0000019207building.jpg,353,593,3,230.1,513.71,264.78,536.38
0000019207building.jpg,353,593,2,268.06,420.67,295.13,443.57
0000019207building.jpg,353,593,3,266.25,562.32,290.95,583.32
0000019207building.jpg,353,593,2,269.26,372.72,297.07,396.18
0000019207building.jpg,353,593,2,228.96,443.61,266.88,465.88
0000019207building.jpg,353,593,2,179.28,443.84,227.02,465.87
0000019207building.jpg,353,593,3,97.36,564.0,142.05,583.21
0000019207building.jpg,353,593,2,35.77,277.71,68.97,300.4
0000019207building.jpg,353,593,3,97.1,538.5,143.31,560.35
0000019207building.jpg,353,593,2,70.81,324.43,96.17,347.59000000000003
0000019207building.jpg,353,593,2,146.31,348.18,178.06,371.84000000000003
0000019207building.jpg,353,593,2,234.32,251.71,271.71999999999997,273.41
0000019207building.jpg,353,593,2,267.92,465.55,294.09000000000003,487.38
0000019207building.jpg,353,593,3,70.28,490.38,93.35,512.43
0000019207building.jpg,353,593,2,270.73,325.03,298.18,348.54999999999995
0000019207building.jpg,353,593,2,70.34,445.13,95.88,466.18
0000019207building.jpg,353,593,2,71.12,275.87,97.80000000000001,300.06
0000019207building.jpg,353,593,2,99.79,226.11,145.73000000000002,252.21
0000019207building.jpg,353,593,3,96.8,491.07,143.82999999999998,512.56
0000019207building.jpg,353,593,3,228.18,537.62,266.39,559.77
0000019207building.jpg,353,593,3,145.9,489.79,177.73000000000002,512.45
0000019207building.jpg,353,593,2,270.13,349.21,296.99,371.78
0000019207building.jpg,353,593,2,230.36,421.53,266.33000000000004,442.48999999999995
0000019207building.jpg,353,593,3,177.8,561.38,225.76000000000002,581.4
0000019207building.jpg,353,593,2,179.77,372.06,229.13,396.27
0000019207building.jpg,353,593,2,70.71,419.9,96.25999999999999,442.69
0000019207building.jpg,353,593,3,70.27,514.18,94.99,536.9899999999999
0000019207building.jpg,353,593,2,147.99,225.97,181.25,251.32
0000019207building.jpg,353,593,2,146.27,323.49,179.53,347.51
0000019207building.jpg,353,593,2,146.26,395.27,177.44,419.07
0000019207building.jpg,353,593,2,182.72,251.52,232.03,275.54
0000019207building.jpg,353,593,2,97.53,371.55,144.48000000000002,395.79
0000019207building.jpg,353,593,2,180.53,275.29,230.99,300.79
0000019207building.jpg,353,593,2,36.5,251.51,69.61,276.13
0000019207building.jpg,353,593,2,70.61,395.11,96.63,418.53000000000003
0000019207building.jpg,353,593,2,274.47,252.44,301.41,275.36
0000019207building.jpg,353,593,2,96.78,395.77,143.85,419.56
0000019207building.jpg,353,593,2,34.65,395.2,67.11,418.32
0000019207building.jpg,353,593,2,35.32,419.61,67.81,442.62
0000019207building.jpg,353,593,2,97.67,443.67,142.67000000000002,465.76
0000019207building.jpg,353,593,2,35.16,300.48,68.25999999999999,323.75
0000019147building.jpg,757,700,2,546.53,65.75,621.26,116.06
0000019147building.jpg,757,700,2,223.94,45.03,271.29,90.91
0000019147building.jpg,757,700,2,472.54,108.66,529.52,157.5
0000019147building.jpg,757,700,2,398.55,107.18,454.79,147.14000000000001
0000019147building.jpg,757,700,2,223.3,93.87,268.33000000000004,136.78
0000019147building.jpg,757,700,2,547.27,116.8,614.6,163.42
0000019147building.jpg,757,700,2,401.51,58.35,456.27,107.18
0000019147building.jpg,757,700,2,149.21,39.85,212.10000000000002,90.17
0000019147building.jpg,757,700,2,142.55,92.39,209.14000000000001,133.82
0000019147building.jpg,757,700,2,284.61,95.35,382.28000000000003,142.7
0000019147building.jpg,757,700,2,615.34,44.29,715.23,96.09
0000019147building.jpg,757,700,2,284.52,49.61,385.5,96.2
0000019147building.jpg,757,700,2,473.28,57.61,531.74,102.0
0000019107building.jpg,353,593,2,35.59,395.23,67.62,418.61
0000019107building.jpg,353,593,2,145.83,419.83,176.99,442.28
0000019107building.jpg,353,593,2,232.46,299.94,270.34000000000003,322.78
0000019107building.jpg,353,593,2,230.21,395.49,267.39,418.8
0000019107building.jpg,353,593,2,70.2,394.66,96.58,418.73
0000019107building.jpg,353,593,2,35.93,226.1,72.28,249.35
0000019107building.jpg,353,593,3,35.4,490.42,70.69999999999999,513.2
0000019107building.jpg,353,593,2,98.45,275.1,144.73000000000002,300.26000000000005
0000019107building.jpg,353,593,3,228.3,561.17,263.84000000000003,582.99
0000019107building.jpg,353,593,3,97.3,537.36,142.97,559.36
0000019107building.jpg,353,593,2,268.86,467.17,293.69,489.06
0000019107building.jpg,353,593,2,230.39,348.21,268.84999999999997,371.59
0000019107building.jpg,353,593,2,95.89,395.53,143.54,419.54999999999995
0000019107building.jpg,353,593,2,179.93,348.43,227.96,371.73
0000019107building.jpg,353,593,2,70.6,371.43,96.1,395.03000000000003
0000019107building.jpg,353,593,2,96.52,419.94,143.45,443.63
0000019107building.jpg,353,593,2,267.73,442.96,295.27000000000004,465.52
0000019107building.jpg,353,593,3,145.5,513.93,175.87,537.41
0000019107building.jpg,353,593,3,229.18,537.25,266.89,559.58
0000019107building.jpg,353,593,2,146.11,395.47,177.13000000000002,418.99
0000019107building.jpg,353,593,3,98.1,490.52,143.3,512.18
0000019107building.jpg,353,593,2,99.48,224.21,146.22,252.49
0000019107building.jpg,353,593,3,266.26,560.64,293.84,583.11
0000019107building.jpg,353,593,2,234.28,223.59,272.2,251.68
0000019107building.jpg,353,593,2,147.12,251.52,179.98000000000002,275.67
0000019107building.jpg,353,593,2,35.54,252.99,69.88,275.24
0000019107building.jpg,353,593,2,69.88,443.65,95.89999999999999,465.76
0000019107building.jpg,353,593,3,268.2,490.36,292.91999999999996,511.31
0000019107building.jpg,353,593,2,98.48,299.04,146.03,324.26
0000019107building.jpg,353,593,2,230.09,372.18,268.19,395.07
0000019107building.jpg,353,593,3,180.0,490.66,227.82999999999998,512.71
0000019107building.jpg,353,593,2,178.73,465.75,228.29,488.63
0000019107building.jpg,353,593,2,70.24,349.23,95.84,371.17
0000019107building.jpg,353,593,2,71.09,300.1,97.42,322.74
0000019107building.jpg,353,593,2,229.49,464.88,267.03000000000003,489.04
0000019107building.jpg,353,593,3,70.27,561.67,94.57,582.91
0000019107building.jpg,353,593,2,71.08,225.55,98.59,251.35000000000002
0000019107building.jpg,353,593,3,69.94,537.78,95.6,561.4
0000019107building.jpg,353,593,2,69.98,420.82,94.80000000000001,442.58
0000019107building.jpg,353,593,2,71.5,251.31,97.85,275.49
0000019107building.jpg,353,593,2,147.21,224.82,181.49,252.16
0000019107building.jpg,353,593,3,96.8,561.27,141.84,580.88
0000019107building.jpg,353,593,2,34.97,444.52,69.0,466.02
0000019107building.jpg,353,593,2,34.33,277.09,69.22,299.46999999999997
0000019107building.jpg,353,593,2,70.17,466.19,95.78,489.28
0000019107building.jpg,353,593,2,269.26,372.18,296.74,396.27
0000019107building.jpg,353,593,2,147.48,275.14,180.10999999999999,299.38
0000019107building.jpg,353,593,2,35.43,419.64,67.61,442.61
0000019107building.jpg,353,593,2,182.35,224.99,230.95999999999998,252.35000000000002
